用户ID,订单ID,订单时间,订单状态,订单实付金额,流量来源,商品类目,商品成本,运费,退款金额,退款完成日期
U04_00063,ORD00002069,2025-06-18,已支付,393.59,搜索引擎,食品,190.29,10,0.0,
U04_00064,ORD00002070,2025-05-11,已完成,291.94,抖音,服饰,194.97,5,0.0,
U04_00064,ORD00002071,2025-06-21,已完成,485.53,抖音,服饰,311.62,10,0.0,
U04_00064,ORD00002072,2025-10-10,已完成,476.2,其他,服饰,274.86,10,0.0,
U04_00065,ORD00002073,2025-05-21,已支付,386.34,小红书,数码,266.01,5,0.0,
U04_00065,ORD00002074,2025-09-23,已完成,53.79,小红书,家居,21.72,0,0.0,
U04_00066,ORD00002075,2025-05-06,已完成,295.23,小红书,美妆,153.16,10,0.0,
U04_00066,ORD00002076,2025-06-28,已支付,126.67,抖音,食品,83.72,0,0.0,
U04_00066,ORD00002077,2025-07-09,已支付,391.08,搜索引擎,家居,164.21,0,0.0,
U04_00066,ORD00002078,2025-10-12,已支付,499.02,抖音,美妆,235.57,10,0.0,
U04_00067,ORD00002079,2025-05-10,已完成,94.46,微信,家居,55.76,5,0.0,
U04_00067,ORD00002080,2025-06-24,已完成,380.92,其他,服饰,206.61,15,0.0,
U04_00067,ORD00002081,2025-07-03,已完成,496.34,微信,美妆,323.91,5,0.0,
U04_00068,ORD00002082,2025-05-04,已完成,290.11,微信,服饰,170.17,0,0.0,
U04_00068,ORD00002083,2025-06-13,已支付,146.8,搜索引擎,服饰,79.63,5,0.0,
U04_00068,ORD00002084,2025-07-30,已支付,468.49,微信,数码,296.89,0,0.0,
U04_00068,ORD00002085,2025-10-12,已完成,138.47,抖音,食品,95.2,10,0.0,
U04_00069,ORD00002086,2025-05-01,已完成,76.97,其他,美妆,42.22,5,56.24,2025-06-19
U04_00069,ORD00002087,2025-07-25,已完成,65.57,抖音,数码,35.11,5,0.0,
U04_00069,ORD00002088,2025-09-17,已完成,262.68,小红书,数码,111.03,15,0.0,
U04_00070,ORD00002089,2025-05-28,已完成,464.92,搜索引擎,美妆,293.85,15,0.0,
U04_00070,ORD00002090,2025-08-27,已完成,52.83,抖音,数码,25.2,5,0.0,
U04_00071,ORD00002091,2025-05-29,已支付,109.29,搜索引擎,美妆,55.54,0,0.0,
U04_00071,ORD00002092,2025-06-30,已支付,314.47,抖音,家居,197.05,5,0.0,
U04_00072,ORD00002093,2025-05-01,已完成,143.71,抖音,数码,65.36,10,0.0,
U04_00072,ORD00002094,2025-07-15,已完成,321.21,小红书,食品,157.4,10,0.0,
U04_00072,ORD00002095,2025-11-02,已完成,109.14,其他,家居,47.14,0,0.0,
U04_00073,ORD00002096,2025-05-03,已支付,126.83,微信,家居,67.09,15,0.0,
U04_00073,ORD00002097,2025-07-18,已支付,242.58,搜索引擎,数码,160.99,10,0.0,
U04_00073,ORD00002098,2025-09-01,已完成,275.09,抖音,家居,132.26,15,0.0,
U04_00074,ORD00002099,2025-05-03,已完成,489.52,微信,家居,211.89,0,0.0,
U04_00074,ORD00002100,2025-06-14,已支付,185.35,其他,数码,76.94,10,0.0,
U04_00075,ORD00002101,2025-05-09,已完成,293.15,抖音,家居,162.1,10,0.0,
U04_00075,ORD00002102,2025-06-17,已完成,234.6,抖音,数码,113.15,5,136.83,2025-08-13
U04_00076,ORD00002103,2025-05-11,已完成,50.67,抖音,美妆,23.43,5,38.48,2025-06-05
U04_00077,ORD00002104,2025-05-01,已完成,282.27,抖音,食品,161.32,10,0.0,
U04_00077,ORD00002105,2025-07-31,已支付,435.14,小红书,数码,186.11,10,0.0,
U04_00078,ORD00002106,2025-05-18,已支付,475.28,其他,美妆,272.41,15,0.0,
U04_00079,ORD00002107,2025-05-28,已完成,459.38,小红书,美妆,242.36,10,441.32,2025-07-14
U04_00079,ORD00002108,2025-08-04,已完成,450.64,抖音,美妆,278.0,5,0.0,
U04_00079,ORD00002109,2025-09-03,已支付,347.97,微信,食品,197.16,10,0.0,
U04_00080,ORD00002110,2025-05-10,已支付,117.54,抖音,美妆,47.66,10,0.0,
U04_00080,ORD00002111,2025-06-08,已完成,174.98,搜索引擎,家居,91.57,15,0.0,
U04_00080,ORD00002112,2025-07-19,已完成,450.76,搜索引擎,数码,217.27,15,0.0,
U04_00080,ORD00002113,2025-08-18,已完成,112.08,其他,美妆,74.46,0,0.0,
U04_00080,ORD00002114,2025-09-05,已完成,343.68,抖音,数码,190.4,10,0.0,
U04_00080,ORD00002115,2025-11-12,已支付,275.36,微信,数码,115.93,10,0.0,
U04_00081,ORD00002116,2025-05-26,已完成,460.73,微信,数码,272.36,5,0.0,
U04_00081,ORD00002117,2025-06-15,已支付,57.83,抖音,家居,28.24,5,0.0,
U04_00082,ORD00002118,2025-05-21,已完成,129.51,其他,美妆,76.34,10,0.0,
U04_00082,ORD00002119,2025-09-20,已完成,127.8,抖音,美妆,53.24,15,99.78,2025-11-02
U04_00082,ORD00002120,2025-10-03,已完成,63.33,小红书,家居,39.08,5,0.0,
U04_00083,ORD00002121,2025-05-14,已支付,80.89,微信,家居,34.53,0,0.0,
U04_00083,ORD00002122,2025-06-24,已支付,243.22,微信,食品,152.12,5,0.0,
U04_00083,ORD00002123,2025-07-29,已完成,187.46,搜索引擎,数码,84.98,5,0.0,
U04_00083,ORD00002124,2025-10-20,已完成,89.65,小红书,食品,42.22,10,0.0,
U04_00083,ORD00002125,2025-11-08,已完成,207.38,搜索引擎,家居,142.75,0,0.0,
U04_00084,ORD00002126,2025-05-31,已完成,193.03,小红书,服饰,83.09,5,0.0,
U04_00084,ORD00002127,2025-06-13,已完成,431.29,搜索引擎,数码,263.55,15,0.0,
U04_00084,ORD00002128,2025-07-03,已完成,480.38,其他,服饰,281.7,15,0.0,
U04_00085,ORD00002129,2025-05-03,已完成,348.08,抖音,美妆,199.61,5,0.0,
U04_00086,ORD00002130,2025-05-05,已完成,155.88,抖音,食品,102.76,5,0.0,
U04_00086,ORD00002131,2025-10-11,已支付,405.78,微信,数码,215.0,10,0.0,
U04_00087,ORD00002132,2025-05-06,已完成,57.74,抖音,美妆,30.02,10,0.0,
U04_00087,ORD00002133,2025-08-18,已完成,86.14,搜索引擎,数码,38.25,5,0.0,
U04_00088,ORD00002134,2025-05-28,已支付,438.8,其他,食品,281.66,0,0.0,
U04_00088,ORD00002135,2025-07-13,已完成,232.32,抖音,美妆,153.3,0,0.0,
U04_00088,ORD00002136,2025-08-06,已支付,416.83,微信,美妆,213.13,5,0.0,
U04_00088,ORD00002137,2025-09-28,已完成,63.19,其他,家居,38.7,0,0.0,
U04_00089,ORD00002138,2025-05-05,已完成,95.22,抖音,美妆,58.94,10,0.0,
U04_00089,ORD00002139,2025-06-23,已支付,140.74,其他,家居,81.4,10,0.0,
U04_00089,ORD00002140,2025-07-03,已完成,413.41,微信,服饰,169.39,0,0.0,
U04_00089,ORD00002141,2025-08-25,已完成,360.44,其他,服饰,225.01,10,315.24,2025-10-14
U04_00090,ORD00002142,2025-05-31,已支付,209.65,其他,食品,128.85,0,172.75,2025-07-20
U04_00090,ORD00002143,2025-11-15,已支付,203.33,抖音,美妆,101.93,5,0.0,
U04_00091,ORD00002144,2025-05-06,已支付,301.15,抖音,服饰,181.53,15,0.0,
U04_00091,ORD00002145,2025-11-01,已完成,298.64,小红书,数码,165.33,10,0.0,
U04_00092,ORD00002146,2025-05-22,已完成,318.07,搜索引擎,服饰,199.57,15,0.0,
U04_00092,ORD00002147,2025-09-29,已完成,238.65,微信,家居,157.27,0,205.57,2025-11-13
U04_00093,ORD00002148,2025-05-28,已支付,486.63,微信,食品,199.25,5,0.0,
U04_00093,ORD00002149,2025-07-13,已完成,483.8,其他,美妆,217.07,0,0.0,
U04_00094,ORD00002150,2025-05-15,已完成,166.81,搜索引擎,食品,100.07,0,135.09,2025-06-01
U04_00094,ORD00002151,2025-06-28,已完成,492.14,微信,美妆,334.39,5,0.0,
U04_00094,ORD00002152,2025-11-30,已支付,54.34,其他,食品,24.96,0,0.0,
U04_00095,ORD00002153,2025-05-06,已支付,176.93,其他,数码,82.02,0,0.0,
U04_00095,ORD00002154,2025-06-28,已完成,181.78,微信,美妆,76.31,0,0.0,
U04_00096,ORD00002155,2025-05-05,已完成,95.42,微信,家居,64.26,15,0.0,
U04_00097,ORD00002156,2025-05-11,已完成,154.7,微信,美妆,87.4,0,0.0,
U04_00097,ORD00002157,2025-07-16,已完成,239.28,其他,家居,150.89,5,0.0,
U04_00097,ORD00002158,2025-09-16,已完成,161.05,其他,美妆,80.7,0,0.0,
U04_00098,ORD00002159,2025-05-04,已完成,110.29,其他,美妆,63.71,10,0.0,
U04_00098,ORD00002160,2025-06-13,已完成,434.34,小红书,数码,257.06,10,0.0,
U04_00098,ORD00002161,2025-07-10,已完成,404.05,搜索引擎,服饰,214.36,10,0.0,
U04_00098,ORD00002162,2025-08-03,已完成,248.69,其他,服饰,101.51,5,0.0,
U04_00099,ORD00002163,2025-05-18,已支付,497.71,抖音,数码,311.46,15,328.0,2025-06-11
U04_00099,ORD00002164,2025-10-10,已支付,276.46,小红书,服饰,137.48,15,216.0,2025-11-10
U04_00100,ORD00002165,2025-05-25,已完成,227.49,小红书,家居,127.04,5,0.0,
U04_00100,ORD00002166,2025-06-02,已完成,251.91,搜索引擎,服饰,133.16,5,0.0,
U04_00100,ORD00002167,2025-07-31,已完成,80.42,小红书,家居,52.31,5,0.0,
U04_00100,ORD00002168,2025-10-20,已支付,106.42,其他,服饰,71.08,15,0.0,
U04_00101,ORD00002169,2025-05-22,已支付,362.34,搜索引擎,家居,231.61,10,0.0,
U04_00101,ORD00002170,2025-06-23,已完成,200.57,抖音,食品,102.52,5,0.0,
U04_00101,ORD00002171,2025-10-07,已支付,309.97,搜索引擎,服饰,193.01,10,0.0,
U04_00102,ORD00002172,2025-05-11,已完成,136.33,搜索引擎,美妆,81.37,10,0.0,
U04_00103,ORD00002173,2025-05-03,已支付,314.01,微信,数码,206.87,5,0.0,
U04_00103,ORD00002174,2025-09-24,已完成,142.81,小红书,服饰,59.68,5,0.0,
U04_00104,ORD00002175,2025-05-27,已支付,216.95,抖音,服饰,144.51,15,0.0,
U04_00104,ORD00002176,2025-06-25,已完成,182.54,抖音,食品,106.79,10,0.0,
U04_00105,ORD00002177,2025-05-27,已支付,241.17,小红书,数码,138.33,5,142.31,2025-07-02
U04_00105,ORD00002178,2025-09-29,已完成,169.76,抖音,美妆,102.46,10,0.0,
U04_00105,ORD00002179,2025-10-03,已完成,252.76,抖音,服饰,168.1,0,0.0,
U04_00106,ORD00002180,2025-05-25,已完成,67.7,微信,家居,34.03,0,0.0,
U04_00106,ORD00002181,2025-06-27,已完成,256.48,其他,数码,122.12,10,0.0,
U04_00107,ORD00002182,2025-05-08,已支付,462.15,抖音,服饰,185.6,5,0.0,
U04_00107,ORD00002183,2025-06-02,已支付,120.32,微信,美妆,60.75,10,0.0,
U04_00107,ORD00002184,2025-07-20,已完成,151.19,小红书,家居,81.43,5,0.0,
U04_00107,ORD00002185,2025-08-19,已支付,103.04,抖音,食品,53.2,10,0.0,
U04_00107,ORD00002186,2025-11-14,已完成,373.34,搜索引擎,数码,200.02,10,0.0,
U04_00108,ORD00002187,2025-05-10,已完成,210.15,其他,家居,97.01,15,0.0,
U04_00108,ORD00002188,2025-07-28,已完成,295.76,搜索引擎,食品,145.04,0,0.0,
U04_00108,ORD00002189,2025-09-02,已支付,295.54,小红书,家居,177.19,0,175.28,2025-09-16
U04_00109,ORD00002190,2025-05-31,已完成,184.68,微信,食品,118.96,10,0.0,
U04_00109,ORD00002191,2025-08-06,已完成,206.82,抖音,数码,94.67,5,0.0,
U04_00109,ORD00002192,2025-09-05,已完成,414.31,抖音,美妆,278.32,10,0.0,
U04_00110,ORD00002193,2025-05-10,已完成,197.85,搜索引擎,家居,121.75,0,0.0,
U04_00110,ORD00002194,2025-09-07,已完成,389.77,小红书,服饰,184.63,5,0.0,
U04_00110,ORD00002195,2025-11-26,已支付,291.83,小红书,美妆,147.1,10,0.0,
U04_00111,ORD00002196,2025-05-31,已完成,404.9,其他,美妆,253.39,0,0.0,
U04_00111,ORD00002197,2025-06-20,已支付,226.77,其他,数码,152.46,10,0.0,
U04_00111,ORD00002198,2025-07-08,已完成,485.14,搜索引擎,食品,252.49,0,0.0,
U04_00111,ORD00002199,2025-09-01,已支付,222.77,抖音,家居,128.89,10,0.0,
U04_00112,ORD00002200,2025-05-26,已完成,94.01,抖音,数码,41.34,15,64.51,2025-07-21
U04_00113,ORD00002201,2025-05-17,已完成,333.3,小红书,美妆,173.18,15,0.0,
U04_00113,ORD00002202,2025-09-19,已完成,316.89,微信,数码,189.49,10,0.0,
U04_00114,ORD00002203,2025-05-03,已完成,209.22,抖音,食品,98.14,10,126.57,2025-07-01
U04_00114,ORD00002204,2025-06-19,已支付,337.93,搜索引擎,服饰,165.54,0,0.0,
U04_00114,ORD00002205,2025-08-15,已完成,322.46,小红书,美妆,141.26,10,0.0,
U04_00115,ORD00002206,2025-05-22,已支付,194.6,小红书,美妆,132.24,0,0.0,
U04_00116,ORD00002207,2025-05-07,已支付,446.28,其他,服饰,279.94,10,0.0,
U04_00116,ORD00002208,2025-06-20,已支付,474.24,其他,食品,213.3,15,0.0,
U04_00116,ORD00002209,2025-07-29,已支付,283.89,其他,家居,167.77,10,0.0,
U04_00116,ORD00002210,2025-09-25,已完成,194.29,搜索引擎,数码,103.2,15,146.49,2025-10-30
U04_00117,ORD00002211,2025-05-25,已支付,125.73,微信,食品,61.8,5,99.68,2025-06-14
U04_00117,ORD00002212,2025-07-28,已完成,207.66,微信,服饰,130.1,10,0.0,
U04_00117,ORD00002213,2025-10-14,已支付,134.92,抖音,美妆,84.75,5,0.0,
U04_00118,ORD00002214,2025-05-06,已支付,160.56,其他,数码,77.4,10,0.0,
U04_00119,ORD00002215,2025-05-05,已完成,234.46,其他,食品,93.8,10,0.0,
U04_00119,ORD00002216,2025-06-16,已支付,426.18,小红书,家居,253.2,0,370.21,2025-07-01
U04_00119,ORD00002217,2025-08-25,已完成,140.36,微信,服饰,82.22,5,136.83,2025-09-18
U04_00119,ORD00002218,2025-10-02,已完成,238.94,搜索引擎,服饰,97.1,10,0.0,
U04_00120,ORD00002219,2025-05-09,已完成,230.1,搜索引擎,服饰,155.79,15,0.0,
U04_00120,ORD00002220,2025-07-17,已支付,370.95,微信,数码,187.77,0,0.0,
U04_00120,ORD00002221,2025-08-14,已完成,90.56,抖音,数码,58.67,5,0.0,
U04_00120,ORD00002222,2025-11-21,已支付,471.59,抖音,服饰,275.96,10,0.0,
U04_00121,ORD00002223,2025-05-31,已完成,140.02,微信,美妆,60.17,10,0.0,
U04_00121,ORD00002224,2025-06-06,已支付,258.76,微信,服饰,154.62,15,0.0,
U04_00122,ORD00002225,2025-05-20,已完成,181.54,搜索引擎,美妆,106.58,0,0.0,
U04_00122,ORD00002226,2025-07-18,已支付,248.62,其他,家居,173.89,15,0.0,
U04_00122,ORD00002227,2025-09-29,已完成,125.92,微信,食品,71.54,15,94.2,2025-10-23
U04_00123,ORD00002228,2025-05-11,已支付,408.26,微信,服饰,224.66,15,0.0,
U04_00123,ORD00002229,2025-07-28,已完成,182.04,小红书,服饰,102.09,5,0.0,
U04_00123,ORD00002230,2025-08-23,已支付,260.42,微信,美妆,119.63,15,0.0,
U04_00123,ORD00002231,2025-10-11,已完成,152.21,微信,数码,100.81,10,131.37,2025-11-05
U04_00124,ORD00002232,2025-05-19,已支付,321.53,小红书,服饰,209.18,0,0.0,
U04_00124,ORD00002233,2025-06-14,已支付,72.46,抖音,食品,39.61,15,0.0,
U04_00124,ORD00002234,2025-11-24,已支付,218.83,微信,服饰,123.13,15,0.0,
U04_00125,ORD00002235,2025-05-14,已完成,432.09,搜索引擎,家居,189.87,15,0.0,
U04_00126,ORD00002236,2025-05-27,已完成,282.89,小红书,服饰,164.83,0,0.0,
U04_00126,ORD00002237,2025-08-25,已支付,282.66,其他,服饰,141.43,15,279.31,2025-09-27
U04_00126,ORD00002238,2025-11-29,已完成,66.43,搜索引擎,家居,40.64,15,0.0,
U04_00127,ORD00002239,2025-05-07,已支付,62.17,小红书,美妆,33.88,15,0.0,
U04_00127,ORD00002240,2025-10-24,已支付,132.53,微信,美妆,69.33,15,0.0,
U04_00128,ORD00002241,2025-05-15,已完成,278.64,其他,食品,153.84,10,0.0,
U04_00128,ORD00002242,2025-07-16,已完成,388.14,小红书,家居,221.94,5,0.0,
U04_00129,ORD00002243,2025-05-24,已完成,429.73,微信,家居,274.88,10,0.0,
U04_00129,ORD00002244,2025-08-21,已支付,435.4,搜索引擎,服饰,229.36,0,302.77,2025-09-11
U04_00130,ORD00002245,2025-05-06,已完成,310.05,小红书,家居,213.52,0,0.0,
U04_00131,ORD00002246,2025-05-06,已支付,270.74,微信,数码,153.93,15,0.0,
U04_00131,ORD00002247,2025-06-03,已支付,255.89,搜索引擎,食品,172.55,0,0.0,
U04_00131,ORD00002248,2025-07-19,已支付,181.37,小红书,美妆,74.19,10,0.0,
U04_00131,ORD00002249,2025-08-11,已支付,186.12,抖音,美妆,129.7,10,0.0,
U04_00132,ORD00002250,2025-05-01,已支付,497.25,微信,家居,288.23,0,0.0,
U04_00132,ORD00002251,2025-06-09,已完成,498.31,其他,家居,278.63,10,0.0,
U04_00132,ORD00002252,2025-07-26,已支付,160.41,抖音,服饰,66.78,5,0.0,
U04_00132,ORD00002253,2025-08-16,已支付,275.9,搜索引擎,食品,187.12,15,0.0,
U04_00133,ORD00002254,2025-05-19,已完成,438.66,搜索引擎,食品,275.3,0,0.0,
U04_00133,ORD00002255,2025-08-28,已完成,344.32,搜索引擎,美妆,147.35,0,0.0,
U04_00133,ORD00002256,2025-09-20,已完成,489.8,搜索引擎,美妆,256.5,10,0.0,
U04_00134,ORD00002257,2025-05-17,已完成,338.28,小红书,服饰,223.21,0,0.0,
U04_00134,ORD00002258,2025-06-14,已完成,297.62,其他,食品,177.2,10,0.0,
U04_00134,ORD00002259,2025-07-28,已支付,58.66,其他,食品,26.06,10,0.0,
U04_00134,ORD00002260,2025-08-21,已完成,260.12,其他,美妆,125.56,0,0.0,
U04_00134,ORD00002261,2025-10-20,已完成,448.05,搜索引擎,服饰,230.95,0,0.0,
U04_00134,ORD00002262,2025-11-02,已支付,288.67,抖音,服饰,188.27,5,253.66,2025-11-23
U04_00135,ORD00002263,2025-05-30,已完成,239.58,微信,数码,144.17,10,0.0,
U04_00135,ORD00002264,2025-08-09,已完成,200.3,抖音,数码,111.48,15,174.9,2025-09-30
U04_00135,ORD00002265,2025-10-06,已支付,345.93,抖音,家居,177.18,15,333.14,2025-10-30
U04_00136,ORD00002266,2025-05-08,已支付,54.03,搜索引擎,服饰,30.55,10,0.0,
U04_00136,ORD00002267,2025-07-20,已完成,219.53,微信,数码,137.93,0,0.0,
U04_00136,ORD00002268,2025-08-25,已完成,451.13,小红书,服饰,222.18,10,0.0,
U04_00137,ORD00002269,2025-05-26,已完成,215.25,搜索引擎,食品,146.91,0,0.0,
U04_00137,ORD00002270,2025-08-28,已完成,372.58,其他,食品,199.53,15,0.0,
U04_00138,ORD00002271,2025-05-31,已完成,107.23,搜索引擎,家居,56.66,15,0.0,
U04_00138,ORD00002272,2025-09-19,已完成,189.69,抖音,食品,122.35,5,0.0,
U04_00139,ORD00002273,2025-05-31,已完成,234.83,搜索引擎,服饰,137.6,0,170.69,2025-07-16
U04_00139,ORD00002274,2025-07-29,已支付,205.14,小红书,家居,119.61,10,0.0,
U04_00140,ORD00002275,2025-05-25,已支付,298.78,其他,服饰,162.31,15,0.0,
U04_00140,ORD00002276,2025-07-30,已完成,401.45,微信,家居,162.07,0,0.0,
U04_00141,ORD00002277,2025-05-08,已支付,93.04,小红书,家居,42.8,10,92.62,2025-06-12
U04_00141,ORD00002278,2025-06-01,已支付,453.56,搜索引擎,服饰,220.83,0,0.0,
U04_00141,ORD00002279,2025-09-26,已完成,187.23,微信,家居,111.52,5,121.75,2025-10-07
U04_00142,ORD00002280,2025-05-16,已完成,194.63,小红书,美妆,130.47,10,0.0,
U04_00142,ORD00002281,2025-10-26,已完成,350.21,微信,家居,213.34,10,0.0,
U04_00143,ORD00002282,2025-05-02,已完成,283.37,其他,服饰,133.2,5,0.0,
U04_00143,ORD00002283,2025-08-31,已完成,167.46,其他,家居,112.49,15,0.0,
U04_00143,ORD00002284,2025-10-28,已完成,216.51,搜索引擎,食品,121.29,0,0.0,
U04_00144,ORD00002285,2025-05-15,已完成,327.06,其他,食品,170.96,10,0.0,
U04_00144,ORD00002286,2025-06-25,已完成,343.24,微信,数码,212.73,10,0.0,
U04_00144,ORD00002287,2025-07-09,已完成,104.23,小红书,服饰,46.8,5,0.0,
U04_00144,ORD00002288,2025-10-16,已完成,270.59,搜索引擎,食品,124.18,5,191.99,2025-12-13
U04_00145,ORD00002289,2025-05-22,已支付,130.7,其他,家居,54.04,10,0.0,
U04_00145,ORD00002290,2025-08-15,已完成,68.14,微信,食品,33.35,5,0.0,
U04_00146,ORD00002291,2025-05-16,已完成,244.06,小红书,数码,130.13,10,0.0,
U04_00146,ORD00002292,2025-06-29,已完成,52.31,抖音,家居,34.06,15,38.48,2025-07-11
U04_00146,ORD00002293,2025-11-23,已支付,157.5,微信,美妆,94.06,10,0.0,
U04_00147,ORD00002294,2025-05-13,已完成,136.66,其他,食品,65.15,10,0.0,
U04_00147,ORD00002295,2025-06-18,已完成,383.89,搜索引擎,食品,237.5,0,0.0,
U04_00147,ORD00002296,2025-11-13,已完成,71.1,抖音,食品,38.93,15,44.29,2025-11-23
U04_00148,ORD00002297,2025-05-23,已支付,190.17,微信,美妆,127.0,0,0.0,
U04_00148,ORD00002298,2025-06-30,已完成,404.81,其他,美妆,228.22,5,0.0,
U04_00148,ORD00002299,2025-09-24,已支付,379.12,其他,服饰,178.78,10,0.0,
U04_00149,ORD00002300,2025-05-24,已完成,59.47,小红书,服饰,31.72,10,0.0,
U04_00150,ORD00002301,2025-05-07,已支付,440.13,搜索引擎,数码,271.43,10,0.0,
U04_00150,ORD00002302,2025-10-30,已完成,278.25,抖音,家居,115.76,15,0.0,
U04_00151,ORD00002303,2025-05-16,已完成,496.58,抖音,家居,204.97,5,0.0,
U04_00151,ORD00002304,2025-06-27,已完成,375.3,抖音,美妆,228.12,10,0.0,
U04_00151,ORD00002305,2025-08-13,已完成,220.36,其他,食品,94.51,10,0.0,
U04_00152,ORD00002306,2025-05-22,已完成,103.69,微信,服饰,59.95,15,0.0,
U04_00152,ORD00002307,2025-07-01,已支付,191.09,抖音,服饰,110.87,15,0.0,
U04_00153,ORD00002308,2025-05-31,已支付,405.48,小红书,美妆,267.24,5,0.0,
U04_00153,ORD00002309,2025-06-13,已完成,385.65,小红书,家居,249.46,10,0.0,
U04_00154,ORD00002310,2025-05-06,已完成,161.69,抖音,食品,98.78,10,0.0,
U04_00154,ORD00002311,2025-06-24,已完成,222.97,小红书,食品,138.68,10,0.0,
U04_00155,ORD00002312,2025-05-11,已完成,467.66,搜索引擎,服饰,194.34,5,0.0,
U04_00155,ORD00002313,2025-08-17,已完成,449.19,抖音,家居,191.5,15,0.0,
U04_00155,ORD00002314,2025-09-28,已完成,147.36,抖音,数码,60.88,0,0.0,
U04_00155,ORD00002315,2025-10-05,已支付,60.49,小红书,服饰,28.96,5,0.0,
U04_00156,ORD00002316,2025-05-23,已支付,318.86,小红书,服饰,149.67,0,258.8,2025-07-06
U04_00156,ORD00002317,2025-07-31,已完成,258.56,微信,食品,174.57,15,0.0,
U04_00156,ORD00002318,2025-10-11,已完成,178.62,微信,食品,101.29,10,0.0,
U04_00156,ORD00002319,2025-11-18,已支付,57.33,搜索引擎,食品,32.58,10,0.0,
U04_00157,ORD00002320,2025-05-17,已完成,145.11,搜索引擎,服饰,96.63,10,0.0,
U04_00157,ORD00002321,2025-06-26,已支付,358.62,搜索引擎,美妆,159.52,15,0.0,
U04_00157,ORD00002322,2025-08-26,已完成,233.77,其他,服饰,150.37,5,118.11,2025-10-03
U04_00157,ORD00002323,2025-10-14,已完成,455.81,微信,美妆,237.86,5,0.0,
U04_00158,ORD00002324,2025-05-03,已完成,218.51,搜索引擎,数码,100.45,0,0.0,
U04_00158,ORD00002325,2025-07-16,已完成,414.03,其他,服饰,204.87,0,0.0,
U04_00158,ORD00002326,2025-09-10,已完成,83.77,搜索引擎,家居,39.67,10,0.0,
U04_00159,ORD00002327,2025-05-24,已支付,385.4,搜索引擎,家居,178.88,10,331.96,2025-06-10
U04_00160,ORD00002328,2025-05-14,已支付,483.99,小红书,服饰,329.61,15,0.0,
U04_00160,ORD00002329,2025-08-11,已完成,371.07,搜索引擎,家居,203.52,10,0.0,
U04_00161,ORD00002330,2025-05-08,已支付,497.22,抖音,家居,302.42,15,0.0,
U04_00161,ORD00002331,2025-08-06,已完成,123.77,小红书,数码,71.92,15,0.0,
U04_00162,ORD00002332,2025-05-16,已支付,145.72,搜索引擎,食品,88.13,5,0.0,
U04_00162,ORD00002333,2025-06-18,已完成,464.7,搜索引擎,服饰,230.79,5,0.0,
U04_00162,ORD00002334,2025-08-06,已支付,247.68,小红书,数码,167.32,10,0.0,
U04_00162,ORD00002335,2025-11-08,已完成,358.7,抖音,美妆,145.81,0,0.0,
U04_00163,ORD00002336,2025-05-07,已完成,152.58,微信,数码,97.58,10,0.0,
U04_00163,ORD00002337,2025-06-22,已支付,81.77,抖音,服饰,47.21,5,0.0,
U04_00163,ORD00002338,2025-08-27,已完成,170.93,搜索引擎,食品,85.91,15,0.0,
U04_00164,ORD00002339,2025-05-31,已完成,149.51,小红书,数码,61.13,15,0.0,
U04_00164,ORD00002340,2025-06-25,已完成,244.62,搜索引擎,服饰,143.74,5,0.0,
U04_00164,ORD00002341,2025-07-31,已支付,83.94,抖音,服饰,55.9,10,0.0,
U04_00165,ORD00002342,2025-05-07,已完成,301.33,微信,家居,125.27,15,0.0,
U04_00165,ORD00002343,2025-08-10,已支付,88.17,微信,美妆,57.07,15,0.0,
U04_00165,ORD00002344,2025-10-21,已支付,440.84,小红书,服饰,238.92,10,0.0,
U04_00165,ORD00002345,2025-11-19,已完成,466.7,抖音,美妆,304.55,15,0.0,
U04_00166,ORD00002346,2025-05-13,已支付,135.91,搜索引擎,食品,75.09,10,0.0,
U04_00166,ORD00002347,2025-07-15,已完成,170.27,抖音,家居,98.5,10,0.0,
U04_00167,ORD00002348,2025-05-19,已完成,427.39,微信,家居,261.74,10,0.0,
U04_00167,ORD00002349,2025-07-24,已完成,329.1,微信,家居,162.74,10,0.0,
U04_00167,ORD00002350,2025-09-14,已完成,398.78,小红书,数码,211.73,5,0.0,
U04_00168,ORD00002351,2025-05-05,已支付,95.38,其他,美妆,58.71,10,0.0,
U04_00168,ORD00002352,2025-11-23,已支付,82.96,小红书,数码,50.23,15,0.0,
U04_00169,ORD00002353,2025-05-27,已完成,316.21,微信,数码,176.86,10,0.0,
U04_00169,ORD00002354,2025-07-13,已完成,371.81,其他,家居,231.99,15,0.0,
U04_00169,ORD00002355,2025-09-15,已完成,286.64,微信,家居,161.61,15,0.0,
U04_00170,ORD00002356,2025-05-02,已支付,222.99,微信,家居,94.35,5,0.0,
U04_00171,ORD00002357,2025-05-13,已完成,61.03,搜索引擎,家居,36.85,10,0.0,
U04_00172,ORD00002358,2025-05-28,已完成,463.25,抖音,家居,206.73,15,435.47,2025-07-03
U04_00172,ORD00002359,2025-06-13,已完成,109.58,微信,服饰,47.09,10,0.0,
U04_00173,ORD00002360,2025-05-11,已完成,197.5,抖音,数码,123.95,15,0.0,
U04_00173,ORD00002361,2025-07-02,已完成,223.89,其他,数码,119.54,10,0.0,
U04_00173,ORD00002362,2025-08-03,已完成,236.63,小红书,数码,119.7,10,0.0,
